Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,season_end_year,season
16.0,Jeff Green,27.0,BOS,SF,82.0,82.0,2805.0,8.8,21.5,0.412,2.5,7.3,0.341,6.4,14.2,0.448,0.469,5.2,6.5,0.795,1.0,6.0,7.0,2.5,1.0,0.9,3.0,3.3,25.3,102.0,109.0,,2014,2013-14
17.0,Gordon Hayward,23.0,UTA,SF,77.0,77.0,2800.0,8.0,19.4,0.413,1.6,5.3,0.304,6.4,14.1,0.453,0.454,5.8,7.1,0.816,1.2,6.2,7.3,7.5,2.1,0.8,4.0,2.9,23.4,104.0,111.0,,2014,2013-14
18.0,Kevin Love,25.0,MIN,PF,77.0,77.0,2797.0,11.5,25.1,0.457,3.4,8.9,0.376,8.1,16.2,0.502,0.524,9.2,11.2,0.821,3.9,13.0,17.0,6.0,1.0,0.6,3.5,2.4,35.4,120.0,104.0,"MVP-11,AS,NBA2",2014,2013-14
19.0,Chandler Parsons,25.0,HOU,SF,74.0,74.0,2783.0,8.3,17.7,0.472,2.3,6.3,0.37,6.0,11.4,0.528,0.538,2.9,4.0,0.742,1.2,6.1,7.3,5.3,1.6,0.5,2.6,3.0,22.0,114.0,108.0,,2014,2013-14
20.0,Wesley Matthews,27.0,POR,SG,82.0,82.0,2780.0,8.1,18.4,0.441,3.7,9.3,0.393,4.4,9.1,0.49,0.541,4.6,5.5,0.837,0.9,4.3,5.3,3.6,1.4,0.3,2.0,3.2,24.4,118.0,110.0,,2014,2013-14
21.0,James Harden,24.0,HOU,SG,73.0,73.0,2777.0,9.9,21.6,0.456,3.2,8.7,0.366,6.7,13.0,0.515,0.529,10.3,11.9,0.866,1.1,5.1,6.2,8.0,2.1,0.5,4.8,3.2,33.2,120.0,107.0,"MVP-5,AS,NBA1",2014,2013-14
22.0,Lance Stephenson,23.0,IND,SG,78.0,78.0,2752.0,8.1,16.4,0.491,1.6,4.6,0.352,6.4,11.8,0.545,0.54,2.6,3.7,0.711,1.8,8.7,10.5,6.8,1.0,0.1,4.0,3.7,20.4,106.0,101.0,,2014,2013-14
23.0,Josh Smith,28.0,DET,SF,77.0,76.0,2730.0,9.6,22.8,0.419,1.3,4.9,0.264,8.3,17.9,0.462,0.448,3.0,5.6,0.532,1.9,7.7,9.6,4.7,1.9,2.0,3.7,3.6,23.4,95.0,108.0,,2014,2013-14
24.0,Brandon Jennings,24.0,DET,PG,80.0,79.0,2728.0,7.8,21.0,0.373,2.9,8.5,0.337,5.0,12.6,0.397,0.441,4.5,5.9,0.751,1.1,3.4,4.5,11.3,1.9,0.1,4.0,2.9,23.0,106.0,113.0,,2014,2013-14
25.0,Trevor Ariza,28.0,WAS,SF,77.0,77.0,2723.0,7.4,16.1,0.456,3.4,8.4,0.407,4.0,7.8,0.509,0.562,2.8,3.7,0.772,1.9,7.1,9.0,3.6,2.4,0.4,2.5,3.4,20.9,113.0,104.0,DPOY-15,2014,2013-14
26.0,Thaddeus Young,25.0,PHI,PF,79.0,78.0,2718.0,10.4,22.9,0.454,1.6,5.2,0.308,8.8,17.7,0.496,0.489,2.9,4.1,0.712,3.0,5.5,8.5,3.2,3.0,0.6,2.9,3.8,25.2,101.0,108.0,,2014,2013-14
27.0,Zach Randolph,32.0,MEM,PF,79.0,79.0,2705.0,11.1,23.7,0.467,0.0,0.4,0.1,11.0,23.3,0.474,0.468,4.9,6.7,0.742,5.2,10.5,15.7,3.9,1.1,0.5,3.6,4.1,27.1,105.0,105.0,,2014,2013-14
28.0,Greg Monroe,23.0,DET,PF,82.0,82.0,2690.0,9.5,19.1,0.497,0.0,0.0,0.0,9.5,19.1,0.497,0.497,4.5,6.9,0.657,4.8,9.5,14.3,3.2,1.7,0.9,3.1,3.9,23.5,109.0,108.0,,2014,2013-14
29.0,Goran Dragić,27.0,PHO,SG,76.0,75.0,2668.0,10.4,20.5,0.505,2.3,5.6,0.408,8.1,14.9,0.542,0.561,5.9,7.8,0.76,1.3,3.3,4.6,8.4,2.0,0.4,4.0,3.9,29.0,119.0,109.0,"MVP-16,MIP-1,NBA3",2014,2013-14
30.0,Serge Ibaka,24.0,OKC,PF,81.0,81.0,2666.0,9.9,18.4,0.536,0.4,1.1,0.383,9.5,17.3,0.546,0.548,2.9,3.8,0.784,4.2,9.1,13.4,1.6,0.7,4.1,2.3,4.4,23.1,115.0,102.0,"DPOY-4,DEF1",2014,2013-14
31.0,Marcin Gortat,29.0,WAS,C,81.0,80.0,2655.0,8.8,16.3,0.542,0.0,0.0,1.0,8.8,16.3,0.541,0.542,3.0,4.4,0.686,3.9,11.0,14.9,2.7,0.8,2.3,2.4,3.9,20.7,112.0,103.0,,2014,2013-14
32.0,Ricky Rubio,23.0,MIN,PG,82.0,82.0,2638.0,4.8,12.5,0.381,0.8,2.5,0.331,3.9,10.0,0.393,0.413,4.2,5.3,0.802,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,106.0,104.0,,2014,2013-14
33.0,Dirk Nowitzki,35.0,DAL,PF,80.0,80.0,2628.0,12.4,24.9,0.497,2.6,6.4,0.398,9.8,18.4,0.532,0.549,6.6,7.3,0.899,0.8,8.9,9.7,4.2,1.4,0.9,2.3,3.2,33.9,120.0,108.0,"MVP-14,AS",2014,2013-14
34.0,Andre Drummond,20.0,DET,C,81.0,81.0,2619.0,9.2,14.8,0.623,0.0,0.0,0.0,9.2,14.8,0.625,0.623,2.6,6.3,0.418,8.5,12.2,20.7,0.7,2.0,2.5,2.1,5.3,21.1,121.0,104.0,,2014,2013-14
35.0,Kemba Walker,23.0,CHA,PG,73.0,73.0,2614.0,8.9,22.7,0.393,2.2,6.5,0.333,6.8,16.2,0.417,0.441,5.6,6.7,0.837,0.8,5.3,6.1,8.9,1.7,0.6,3.4,2.5,25.6,103.0,105.0,,2014,2013-14
36.0,Corey Brewer,27.0,MIN,SF,81.0,81.0,2609.0,7.3,15.3,0.481,1.1,4.0,0.28,6.2,11.3,0.552,0.517,3.1,4.3,0.718,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,108.0,107.0,,2014,2013-14
37.0,Robin Lopez,25.0,POR,C,82.0,82.0,2603.0,6.9,12.5,0.551,0.0,0.0,0.0,6.9,12.5,0.552,0.551,3.8,4.7,0.818,6.3,7.3,13.6,1.4,0.5,2.7,1.6,3.8,17.7,128.0,107.0,,2014,2013-14
38.0,Tristan Thompson,22.0,CLE,PF,82.0,82.0,2594.0,7.2,15.1,0.477,0.0,0.0,0.0,7.2,15.1,0.478,0.477,4.7,6.7,0.693,5.3,9.6,15.0,1.4,0.8,0.7,2.1,3.7,19.1,110.0,108.0,,2014,2013-14
39.0,Jimmy Butler,24.0,CHI,SG,67.0,67.0,2591.0,5.6,14.2,0.397,1.4,4.9,0.283,4.3,9.3,0.457,0.446,5.3,6.9,0.769,1.8,5.0,6.8,3.6,2.6,0.7,2.1,2.2,18.0,108.0,100.0,DEF2,2014,2013-14
40.0,Mike Dunleavy,33.0,CHI,SF,82.0,61.0,2584.0,6.9,15.9,0.43,2.5,6.7,0.38,4.3,9.3,0.467,0.51,2.9,3.4,0.854,0.9,6.2,7.1,3.8,1.3,0.9,2.2,3.4,19.1,108.0,102.0,,2014,2013-14
41.0,Joe Johnson,32.0,BRK,SG,79.0,79.0,2575.0,9.4,20.8,0.454,3.3,8.2,0.401,6.1,12.5,0.489,0.533,3.2,4.0,0.815,1.0,4.5,5.5,4.4,1.0,0.2,2.4,2.6,25.4,110.0,112.0,AS,2014,2013-14
42.0,Jodie Meeks,26.0,LAL,SG,77.0,70.0,2556.0,7.9,17.0,0.463,3.1,7.7,0.401,4.8,9.3,0.514,0.554,4.2,4.9,0.857,0.6,3.1,3.7,2.6,2.1,0.1,2.1,2.3,23.0,112.0,113.0,,2014,2013-14
43.0,Al Jefferson,29.0,CHA,C,73.0,73.0,2553.0,14.2,28.0,0.509,0.1,0.3,0.2,14.2,27.7,0.512,0.51,3.9,5.6,0.69,3.2,12.9,16.1,3.2,1.4,1.6,2.5,3.6,32.4,105.0,100.0,"MVP-8,NBA3",2014,2013-14
44.0,Arron Afflalo,28.0,ORL,SG,73.0,73.0,2552.0,9.3,20.3,0.459,2.6,6.0,0.427,6.7,14.3,0.473,0.522,5.5,6.7,0.815,0.6,4.6,5.3,5.0,0.7,0.1,2.9,2.7,26.7,110.0,112.0,,2014,2013-14
45.0,Jeff Teague,25.0,ATL,PG,79.0,79.0,2542.0,9.1,20.8,0.438,1.5,4.5,0.329,7.6,16.3,0.469,0.474,6.3,7.5,0.846,0.7,3.5,4.2,10.5,1.8,0.3,4.6,3.2,26.0,106.0,109.0,,2014,2013-14
46.0,Chris Bosh,29.0,MIA,C,79.0,79.0,2531.0,10.2,19.8,0.516,1.5,4.5,0.339,8.7,15.3,0.569,0.555,4.6,5.7,0.82,2.0,8.8,10.9,1.8,1.7,1.6,2.6,4.0,26.6,112.0,104.0,AS,2014,2013-14
47.0,Rudy Gay,27.0,2TM,SF,73.0,73.0,2531.0,10.9,23.9,0.455,1.3,4.0,0.33,9.6,19.9,0.481,0.483,6.4,7.8,0.822,2.3,6.6,8.8,4.2,1.9,1.1,4.5,3.5,29.5,104.0,107.0,,2014,2013-14
47.0,Rudy Gay,27.0,TOR,SF,18.0,18.0,639.0,10.6,27.4,0.388,1.8,4.8,0.373,8.8,22.6,0.391,0.421,5.6,7.2,0.773,2.4,8.5,10.9,3.3,2.3,1.9,4.8,3.8,28.6,91.0,102.0,,2014,2013-14
47.0,Rudy Gay,27.0,SAC,SF,55.0,55.0,1892.0,10.9,22.7,0.482,1.2,3.7,0.312,9.8,19.0,0.516,0.508,6.7,8.0,0.836,2.3,5.9,8.2,4.5,1.8,0.9,4.4,3.3,29.8,108.0,109.0,,2014,2013-14
48.0,Bradley Beal,20.0,WAS,SG,73.0,73.0,2530.0,9.8,23.4,0.419,2.8,7.0,0.402,7.0,16.4,0.426,0.479,3.0,3.8,0.788,1.1,4.5,5.6,4.9,1.4,0.4,2.6,3.1,25.4,103.0,107.0,,2014,2013-14
49.0,LaMarcus Aldridge,28.0,POR,PF,69.0,69.0,2498.0,13.2,28.8,0.458,0.1,0.3,0.2,13.1,28.5,0.461,0.459,6.0,7.3,0.822,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,108.0,104.0,"MVP-10,AS,NBA3",2014,2013-14
50.0,Isaiah Thomas,24.0,SAC,PG,72.0,54.0,2497.0,10.1,22.3,0.453,2.6,7.4,0.349,7.5,14.9,0.504,0.51,7.0,8.3,0.85,1.0,3.3,4.3,9.2,1.9,0.2,4.3,3.8,29.8,114.0,111.0,,2014,2013-14
51.0,Kyrie Irving,21.0,CLE,PG,71.0,71.0,2496.0,11.0,25.6,0.43,2.5,7.1,0.358,8.4,18.4,0.458,0.48,6.0,7.0,0.861,1.1,4.3,5.4,8.9,2.2,0.5,3.9,3.4,30.5,109.0,108.0,AS,2014,2013-14
52.0,P.J. Tucker,28.0,PHO,SF,81.0,81.0,2490.0,5.3,12.4,0.431,1.5,3.8,0.387,3.8,8.5,0.45,0.491,3.1,4.0,0.776,3.2,7.4,10.6,2.8,2.2,0.5,2.1,4.1,15.3,113.0,106.0,DPOY-12,2014,2013-14
53.0,Victor Oladipo,21.0,ORL,PG,80.0,44.0,2487.0,8.1,19.3,0.419,1.5,4.7,0.327,6.6,14.6,0.448,0.458,5.1,6.6,0.78,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,94.0,106.0,ROY-2,2014,2013-14
54.0,Randy Foye,30.0,DEN,SG,81.0,78.0,2485.0,7.1,17.2,0.413,3.7,9.8,0.38,3.4,7.4,0.456,0.521,3.1,3.6,0.849,0.7,3.9,4.6,5.7,1.3,0.8,2.9,4.0,21.0,110.0,111.0,,2014,2013-14
55.0,Paul Millsap,28.0,ATL,PF,74.0,73.0,2482.0,9.9,21.4,0.461,1.6,4.3,0.358,8.3,17.1,0.487,0.498,5.8,8.0,0.731,3.1,9.7,12.8,4.7,2.6,1.6,3.8,4.3,27.1,105.0,102.0,AS,2014,2013-14
56.0,David West,33.0,IND,PF,80.0,80.0,2472.0,9.6,19.7,0.488,0.1,0.3,0.267,9.5,19.4,0.491,0.49,4.2,5.3,0.789,2.5,8.9,11.4,4.7,1.3,1.6,2.8,3.9,23.5,108.0,99.0,,2014,2013-14
57.0,Spencer Hawes,25.0,2TM,C,80.0,78.0,2470.0,8.1,17.7,0.456,2.6,6.2,0.416,5.5,11.5,0.478,0.529,2.4,3.0,0.783,2.6,10.6,13.2,4.8,0.9,1.9,3.5,4.7,21.1,105.0,107.0,,2014,2013-14
57.0,Spencer Hawes,25.0,PHI,C,53.0,53.0,1666.0,7.7,17.0,0.451,2.4,5.9,0.399,5.3,11.1,0.478,0.52,2.3,2.9,0.782,2.6,10.6,13.1,5.1,0.9,1.9,3.5,4.5,20.0,104.0,108.0,,2014,2013-14
57.0,Spencer Hawes,25.0,CLE,C,27.0,25.0,804.0,8.9,19.0,0.468,3.0,6.7,0.448,5.9,12.3,0.479,0.547,2.6,3.3,0.784,2.8,10.6,13.3,4.1,0.8,1.7,3.5,5.3,23.4,108.0,106.0,,2014,2013-14
58.0,José Calderón,32.0,DAL,PG,81.0,81.0,2468.0,7.1,15.6,0.456,4.0,8.8,0.449,3.1,6.7,0.464,0.584,1.1,1.3,0.825,0.6,3.4,4.0,7.8,1.4,0.2,2.1,2.8,19.2,120.0,112.0,,2014,2013-14
59.0,Gerald Henderson,26.0,CHA,SG,77.0,77.0,2461.0,8.5,19.6,0.433,0.8,2.4,0.348,7.7,17.2,0.445,0.455,5.0,6.5,0.761,0.7,5.9,6.5,4.2,1.1,0.7,2.4,3.4,22.8,101.0,106.0,,2014,2013-14
60.0,Khris Middleton,22.0,MIL,SF,82.0,64.0,2460.0,8.0,18.2,0.44,2.6,6.2,0.414,5.4,12.0,0.454,0.511,2.5,2.9,0.861,1.3,5.3,6.6,3.6,1.8,0.4,2.6,5.2,21.0,105.0,113.0,,2014,2013-14
61.0,Evan Turner,25.0,2TM,SF,81.0,56.0,2457.0,8.7,20.4,0.425,1.0,3.1,0.321,7.7,17.3,0.444,0.45,4.3,5.2,0.813,1.2,6.9,8.2,5.2,1.3,0.1,3.8,3.9,22.6,97.0,109.0,,2014,2013-14
61.0,Evan Turner,25.0,PHI,SF,54.0,54.0,1886.0,9.1,21.3,0.428,1.0,3.4,0.288,8.2,17.9,0.455,0.451,4.9,5.9,0.829,1.3,7.0,8.3,5.1,1.4,0.1,4.0,3.8,24.1,97.0,111.0,,2014,2013-14
61.0,Evan Turner,25.0,IND,SF,27.0,2.0,571.0,7.1,17.3,0.411,1.1,2.2,0.5,6.0,15.1,0.398,0.442,2.2,3.1,0.706,1.1,6.7,7.8,5.8,1.0,0.2,3.1,4.4,17.5,95.0,102.0,,2014,2013-14
62.0,Mike Conley,26.0,MEM,PG,73.0,73.0,2446.0,10.1,22.5,0.45,2.3,6.4,0.361,7.8,16.1,0.484,0.5,4.9,6.0,0.815,0.9,3.8,4.7,9.6,2.4,0.3,3.3,3.1,27.4,113.0,106.0,MVP-17,2014,2013-14
63.0,George Hill,27.0,IND,PG,76.0,76.0,2434.0,5.8,13.1,0.442,2.0,5.5,0.365,3.8,7.6,0.497,0.519,3.0,3.8,0.807,1.1,4.9,6.0,5.7,1.6,0.5,2.0,3.4,16.7,115.0,102.0,,2014,2013-14
64.0,J.R. Smith,28.0,NYK,SF,74.0,37.0,2421.0,8.7,21.0,0.415,4.2,10.5,0.394,4.5,10.4,0.436,0.514,2.0,3.0,0.652,0.8,5.7,6.5,4.8,1.4,0.4,2.4,4.3,23.5,106.0,111.0,,2014,2013-14
65.0,Michael Carter-Williams,22.0,PHI,PG,70.0,70.0,2414.0,8.6,21.1,0.405,1.1,4.2,0.264,7.5,17.0,0.44,0.431,5.2,7.4,0.703,2.0,6.7,8.8,8.8,2.6,0.9,5.0,4.3,23.4,96.0,108.0,ROY-1,2014,2013-14
66.0,Roy Hibbert,27.0,IND,C,81.0,81.0,2409.0,7.1,16.2,0.439,0.0,0.1,0.4,7.1,16.1,0.439,0.44,4.5,5.8,0.77,4.4,7.2,11.6,2.0,0.6,3.9,3.2,5.8,18.8,100.0,98.0,"DPOY-2,AS,DEF2",2014,2013-14
67.0,Shawn Marion,35.0,DAL,SF,76.0,76.0,2409.0,7.3,15.1,0.482,1.2,3.5,0.358,6.0,11.6,0.518,0.523,1.1,1.4,0.785,2.8,7.8,10.6,2.6,1.9,0.8,2.0,2.7,16.8,108.0,108.0,,2014,2013-14
68.0,Kyle Korver,32.0,ATL,SG,71.0,71.0,2408.0,6.1,12.8,0.475,3.9,8.3,0.472,2.2,4.6,0.479,0.626,1.8,2.0,0.926,0.5,5.5,5.9,4.4,1.5,0.5,2.1,3.1,17.9,118.0,108.0,,2014,2013-14
69.0,Brandon Knight,22.0,MIL,PG,72.0,69.0,2400.0,10.0,23.8,0.422,2.4,7.4,0.325,7.6,16.4,0.466,0.473,5.6,7.0,0.802,1.0,4.6,5.6,7.7,1.5,0.4,4.1,3.2,28.1,104.0,114.0,,2014,2013-14
70.0,Dwight Howard,28.0,HOU,C,71.0,71.0,2396.0,9.8,16.6,0.591,0.0,0.1,0.286,9.8,16.5,0.594,0.593,7.3,13.3,0.547,4.8,13.2,18.0,2.7,1.2,2.7,4.8,5.0,27.0,109.0,101.0,"DPOY-8,AS,NBA2",2014,2013-14
71.0,Josh McRoberts,26.0,CHA,PF,78.0,78.0,2360.0,5.4,12.5,0.436,2.3,6.4,0.361,3.1,6.1,0.516,0.529,1.4,1.9,0.729,1.9,6.3,8.2,7.3,1.3,1.0,1.8,4.2,14.5,115.0,105.0,,2014,2013-14
72.0,Anthony Davis,20.0,NOP,PF,67.0,66.0,2358.0,11.5,22.2,0.519,0.0,0.2,0.222,11.5,22.0,0.522,0.52,7.7,9.7,0.791,4.6,10.3,14.9,2.3,2.0,4.2,2.4,4.4,30.8,119.0,104.0,"DPOY-8,AS",2014,2013-14
73.0,Taj Gibson,28.0,CHI,PF,82.0,8.0,2351.0,9.7,20.3,0.479,0.0,0.2,0.0,9.7,20.1,0.483,0.479,4.8,6.4,0.751,4.5,8.1,12.6,2.1,0.9,2.5,3.4,4.7,24.2,102.0,100.0,6MOY-2,2014,2013-14
74.0,DeMarre Carroll,27.0,ATL,SF,73.0,73.0,2341.0,6.5,13.9,0.47,2.1,5.8,0.362,4.4,8.1,0.548,0.546,2.4,3.1,0.773,2.3,6.4,8.7,2.9,2.3,0.5,1.7,4.1,17.6,113.0,106.0,,2014,2013-14
75.0,Kyle Singler,25.0,DET,SF,82.0,36.0,2337.0,5.8,13.0,0.447,2.0,5.3,0.382,3.8,7.7,0.492,0.525,3.3,4.0,0.826,2.5,4.0,6.6,1.6,1.3,0.8,1.7,4.6,17.0,117.0,113.0,,2014,2013-14
76.0,Gerald Green,28.0,PHO,SG,82.0,48.0,2330.0,9.6,21.6,0.445,4.4,11.0,0.4,5.2,10.7,0.492,0.547,4.2,4.9,0.848,1.0,4.9,5.9,2.6,1.5,0.9,3.1,4.7,27.9,112.0,108.0,,2014,2013-14
77.0,Channing Frye,30.0,PHO,PF,82.0,82.0,2312.0,7.3,16.9,0.432,3.5,9.4,0.37,3.8,7.5,0.509,0.535,1.7,2.1,0.821,1.6,7.4,9.0,2.1,1.3,1.4,1.9,5.3,19.7,111.0,107.0,,2014,2013-14
78.0,James Anderson,24.0,PHI,SG,80.0,62.0,2309.0,6.5,15.0,0.431,2.4,7.4,0.328,4.1,7.7,0.53,0.511,1.6,2.2,0.726,1.2,5.1,6.3,3.1,1.6,0.6,2.2,3.2,17.0,102.0,112.0,,2014,2013-14
79.0,DeMarcus Cousins,23.0,SAC,C,71.0,71.0,2298.0,13.1,26.4,0.496,0.0,0.2,0.0,13.1,26.2,0.499,0.496,9.6,13.2,0.726,4.8,13.6,18.4,4.6,2.4,2.0,5.6,6.0,35.7,107.0,101.0,,2014,2013-14
80.0,David Lee,30.0,GSW,PF,69.0,67.0,2288.0,11.2,21.4,0.523,0.0,0.0,0.0,11.2,21.4,0.523,0.523,5.0,6.5,0.78,4.0,10.1,14.0,3.2,1.0,0.6,3.3,4.5,27.4,111.0,103.0,,2014,2013-14
81.0,Jonas Valančiūnas,21.0,TOR,C,81.0,81.0,2282.0,8.2,15.5,0.531,0.0,0.0,0.0,8.2,15.5,0.532,0.531,4.5,6.0,0.762,5.2,11.2,16.4,1.3,0.5,1.6,3.1,5.7,21.0,112.0,104.0,,2014,2013-14
82.0,Reggie Jackson,23.0,OKC,PG,80.0,36.0,2277.0,8.9,20.2,0.44,1.8,5.4,0.339,7.1,14.8,0.477,0.485,3.5,3.9,0.893,0.9,6.0,6.9,7.3,1.9,0.2,3.7,3.1,23.1,105.0,106.0,6MOY-5,2014,2013-14
83.0,Brandon Bass,28.0,BOS,PF,82.0,73.0,2266.0,8.0,16.5,0.486,0.0,0.1,0.333,7.9,16.3,0.487,0.487,4.7,5.4,0.858,3.7,7.0,10.7,2.0,0.8,1.6,2.3,4.3,20.7,111.0,108.0,,2014,2013-14
84.0,Trey Burke,21.0,UTA,PG,70.0,68.0,2262.0,7.9,20.8,0.38,2.6,7.8,0.33,5.3,13.0,0.41,0.442,2.4,2.6,0.903,0.9,4.0,4.8,9.2,1.0,0.1,3.0,3.4,20.8,101.0,115.0,ROY-3,2014,2013-14
85.0,Jarrett Jack,30.0,CLE,PG,80.0,31.0,2252.0,6.5,16.0,0.41,1.4,4.2,0.341,5.1,11.7,0.435,0.455,2.9,3.4,0.839,0.5,4.6,5.1,7.4,1.3,0.5,3.0,3.0,17.4,102.0,110.0,,2014,2013-14
86.0,Wesley Johnson,26.0,LAL,SF,79.0,62.0,2240.0,6.0,14.1,0.425,2.2,5.9,0.369,3.8,8.3,0.466,0.502,1.3,1.7,0.792,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,100.0,110.0,,2014,2013-14
87.0,Ty Lawson,26.0,DEN,PG,62.0,61.0,2222.0,7.6,17.8,0.431,1.6,4.4,0.356,6.1,13.3,0.455,0.475,7.1,8.9,0.798,0.9,3.9,4.7,12.0,2.2,0.2,4.4,2.5,24.0,113.0,110.0,,2014,2013-14
88.0,Amir Johnson,26.0,TOR,PF,77.0,72.0,2214.0,8.1,14.4,0.562,0.5,1.6,0.303,7.6,12.9,0.593,0.578,2.1,3.4,0.636,4.1,7.9,11.9,2.7,1.3,2.1,2.9,6.4,18.9,112.0,104.0,,2014,2013-14
89.0,Ramon Sessions,27.0,2TM,PG,83.0,19.0,2214.0,7.8,18.1,0.429,0.8,2.9,0.282,6.9,15.2,0.457,0.452,7.7,9.5,0.807,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,108.0,111.0,,2014,2013-14
