Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,season_end_year,season
11.0,Trevor Ariza,31.0,HOU,SF,80.0,80.0,2773.0,5.6,13.8,0.409,3.3,9.6,0.344,2.3,4.2,0.556,0.528,1.6,2.2,0.738,0.9,7.0,7.9,3.0,2.5,0.3,1.3,2.3,16.2,113.0,108.0,,2017,2016-17
12.0,Rudy Gobert,24.0,UTA,C,81.0,81.0,2744.0,7.9,11.9,0.661,0.0,0.0,0.0,7.9,11.9,0.662,0.661,5.9,9.1,0.653,6.0,13.8,19.8,1.9,0.9,4.1,2.8,4.7,21.7,129.0,99.0,"DPOY-2,NBA2,DEF1",2017,2016-17
13.0,Kemba Walker,26.0,CHO,PG,79.0,79.0,2739.0,11.8,26.5,0.444,4.4,11.0,0.399,7.4,15.5,0.476,0.527,5.6,6.6,0.847,0.8,4.8,5.6,7.9,1.6,0.4,3.1,2.2,33.5,113.0,111.0,AS,2017,2016-17
14.0,Devin Booker,20.0,PHO,SG,78.0,78.0,2730.0,10.6,25.1,0.423,2.6,7.1,0.363,8.0,18.0,0.447,0.475,6.4,7.7,0.832,0.8,3.6,4.4,4.7,1.3,0.4,4.2,4.2,30.3,103.0,116.0,,2017,2016-17
15.0,Anthony Davis,23.0,NOP,C,75.0,75.0,2708.0,13.9,27.6,0.505,0.7,2.4,0.299,13.2,25.2,0.524,0.518,9.4,11.7,0.802,3.1,12.9,16.0,2.8,1.7,3.0,3.3,3.0,38.0,112.0,102.0,"MVP-9,AS,NBA1,DEF2",2017,2016-17
16.0,Damian Lillard,26.0,POR,PG,75.0,75.0,2694.0,12.2,27.4,0.444,3.9,10.7,0.37,8.2,16.8,0.492,0.516,9.0,10.0,0.895,0.8,5.9,6.8,8.1,1.3,0.4,3.6,2.8,37.3,118.0,113.0,,2017,2016-17
17.0,Paul George,26.0,IND,SF,75.0,75.0,2689.0,11.6,25.1,0.461,3.6,9.2,0.393,7.9,15.9,0.501,0.534,6.3,7.0,0.898,1.1,8.1,9.2,4.7,2.2,0.5,4.1,3.8,33.0,109.0,108.0,AS,2017,2016-17
18.0,Bradley Beal,23.0,WAS,SG,77.0,77.0,2684.0,11.7,24.3,0.482,4.1,10.1,0.404,7.6,14.1,0.538,0.566,5.2,6.3,0.825,1.0,3.4,4.4,4.9,1.5,0.4,2.9,3.1,32.7,117.0,112.0,,2017,2016-17
19.0,Jeff Teague,28.0,IND,PG,82.0,82.0,2657.0,7.6,17.1,0.442,1.7,4.7,0.357,5.9,12.4,0.475,0.492,6.8,7.8,0.867,0.6,5.6,6.2,12.0,1.9,0.6,4.1,3.1,23.6,115.0,110.0,,2017,2016-17
20.0,Gorgui Dieng,27.0,MIN,PF,82.0,82.0,2653.0,6.3,12.6,0.502,0.3,0.8,0.372,6.0,11.8,0.511,0.514,2.6,3.2,0.814,3.6,8.8,12.4,3.0,1.7,1.8,2.0,4.9,15.6,114.0,110.0,,2017,2016-17
21.0,Klay Thompson,26.0,GSW,SG,78.0,78.0,2649.0,11.7,25.0,0.468,4.9,11.8,0.414,6.8,13.2,0.516,0.565,3.4,4.0,0.853,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,111.0,108.0,AS,2017,2016-17
22.0,Stephen Curry,28.0,GSW,PG,79.0,79.0,2638.0,12.3,26.3,0.468,5.9,14.4,0.411,6.4,11.9,0.537,0.58,5.9,6.6,0.898,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,119.0,105.0,"MVP-6,AS,NBA2",2017,2016-17
23.0,DeMar DeRozan,27.0,TOR,SG,74.0,74.0,2620.0,13.9,29.9,0.467,0.6,2.4,0.266,13.3,27.5,0.484,0.477,10.5,12.5,0.842,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,113.0,110.0,"MVP-11,AS,NBA3",2017,2016-17
24.0,Nicolas Batum,28.0,CHO,SG,77.0,77.0,2617.0,7.5,18.7,0.403,2.6,7.8,0.333,4.9,10.9,0.453,0.472,4.7,5.4,0.856,0.9,8.3,9.2,8.7,1.6,0.6,3.7,2.1,22.3,105.0,108.0,,2017,2016-17
25.0,Otto Porter Jr.,23.0,WAS,SF,80.0,80.0,2605.0,7.8,15.2,0.516,2.8,6.5,0.434,5.0,8.7,0.576,0.608,1.9,2.3,0.832,2.2,7.5,9.7,2.3,2.2,0.8,0.8,3.7,20.3,129.0,108.0,,2017,2016-17
26.0,DeAndre Jordan,28.0,LAC,C,81.0,81.0,2570.0,8.0,11.2,0.714,0.0,0.0,0.0,8.0,11.2,0.717,0.714,4.0,8.3,0.482,5.8,15.9,21.7,1.9,1.0,2.6,2.2,4.1,20.0,129.0,102.0,"AS,NBA3",2017,2016-17
27.0,Isaiah Thomas,27.0,BOS,PG,76.0,76.0,2569.0,13.2,28.4,0.463,4.7,12.5,0.379,8.4,16.0,0.528,0.546,11.4,12.5,0.909,0.8,3.1,4.0,8.6,1.4,0.3,4.1,3.2,42.4,122.0,112.0,"MVP-5,AS,NBA2",2017,2016-17
28.0,Tobias Harris,24.0,DET,PF,82.0,48.0,2567.0,10.1,20.9,0.481,2.1,6.2,0.347,7.9,14.7,0.537,0.532,3.7,4.4,0.841,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26.0,113.0,108.0,,2017,2016-17
29.0,Marcus Morris,27.0,DET,SF,79.0,79.0,2565.0,8.3,19.8,0.418,2.3,7.0,0.331,6.0,12.8,0.466,0.477,2.9,3.6,0.784,1.5,5.7,7.2,3.2,1.0,0.5,1.7,3.3,21.8,105.0,109.0,,2017,2016-17
30.0,Marcin Gortat,32.0,WAS,C,82.0,82.0,2556.0,7.5,13.0,0.579,0.0,0.0,0.0,7.5,13.0,0.58,0.579,2.0,3.1,0.648,4.6,11.8,16.4,2.3,0.8,1.2,2.3,4.1,17.0,117.0,108.0,,2017,2016-17
31.0,Myles Turner,20.0,IND,C,81.0,81.0,2541.0,8.7,17.1,0.511,0.8,2.3,0.348,8.0,14.9,0.536,0.534,4.8,6.0,0.809,2.7,8.9,11.6,2.1,1.5,3.4,2.1,5.2,23.1,115.0,105.0,,2017,2016-17
32.0,Carmelo Anthony,32.0,NYK,SF,74.0,74.0,2538.0,11.9,27.4,0.433,3.0,8.3,0.359,8.9,19.1,0.466,0.488,6.0,7.2,0.833,1.2,7.4,8.6,4.2,1.2,0.7,3.0,3.9,32.7,108.0,113.0,AS,2017,2016-17
33.0,Marc Gasol,32.0,MEM,C,74.0,74.0,2531.0,10.9,23.8,0.459,2.1,5.5,0.388,8.8,18.3,0.48,0.503,5.7,6.8,0.837,1.2,8.3,9.5,6.9,1.4,2.0,3.4,3.5,29.7,111.0,106.0,AS,2017,2016-17
34.0,Kentavious Caldwell-Pope,23.0,DET,SG,76.0,75.0,2529.0,7.4,18.5,0.399,3.1,8.7,0.35,4.3,9.8,0.442,0.481,3.1,3.7,0.832,1.1,3.9,5.0,3.9,1.8,0.2,1.7,2.4,20.9,107.0,109.0,,2017,2016-17
35.0,Kyrie Irving,24.0,CLE,PG,72.0,72.0,2525.0,13.3,28.1,0.473,3.5,8.7,0.401,9.8,19.4,0.505,0.535,5.9,6.5,0.905,1.0,3.5,4.5,8.3,1.6,0.5,3.6,3.1,35.9,116.0,112.0,AS,2017,2016-17
36.0,Gordon Hayward,26.0,UTA,SF,73.0,73.0,2516.0,11.4,24.1,0.471,3.1,7.8,0.398,8.3,16.3,0.506,0.536,7.5,8.9,0.844,1.0,7.2,8.2,5.3,1.5,0.4,2.9,2.4,33.4,118.0,106.0,AS,2017,2016-17
37.0,Hassan Whiteside,27.0,MIA,C,77.0,77.0,2513.0,10.9,19.5,0.557,0.0,0.0,,10.9,19.5,0.557,0.557,4.5,7.2,0.628,5.9,15.9,21.8,1.1,1.1,3.2,3.1,4.5,26.3,113.0,100.0,DPOY-5,2017,2016-17
38.0,Wesley Matthews,30.0,DAL,SG,73.0,73.0,2495.0,6.9,17.7,0.393,3.6,10.0,0.363,3.3,7.7,0.432,0.496,3.0,3.7,0.816,0.4,5.0,5.4,4.4,1.6,0.3,2.1,3.4,20.6,104.0,110.0,,2017,2016-17
39.0,Dennis Schröder,23.0,ATL,PG,79.0,78.0,2485.0,10.9,24.1,0.451,2.0,5.8,0.34,8.9,18.2,0.487,0.493,4.3,5.1,0.855,0.8,4.1,4.9,9.9,1.5,0.3,5.1,3.0,28.0,103.0,109.0,,2017,2016-17
40.0,Kawhi Leonard,25.0,SAS,SF,74.0,74.0,2474.0,13.1,27.0,0.485,3.0,8.0,0.38,10.1,19.1,0.529,0.541,9.7,11.0,0.88,1.6,7.2,8.9,5.4,2.7,1.1,3.2,2.5,38.9,121.0,102.0,"MVP-3,DPOY-3,AS,NBA1,DEF1",2017,2016-17
41.0,Draymond Green,26.0,GSW,PF,76.0,76.0,2471.0,5.3,12.7,0.418,1.6,5.1,0.308,3.7,7.5,0.494,0.481,2.9,4.1,0.709,1.9,9.8,11.7,10.4,3.0,2.1,3.6,4.2,15.1,111.0,99.0,"DPOY-1,AS,NBA3,DEF1",2017,2016-17
42.0,Ricky Rubio,26.0,MIN,PG,75.0,75.0,2469.0,5.4,13.4,0.402,1.2,4.0,0.306,4.1,9.3,0.443,0.448,5.2,5.9,0.891,1.4,4.9,6.3,14.0,2.6,0.2,4.0,4.1,17.2,115.0,112.0,,2017,2016-17
43.0,DeMarcus Cousins,26.0,2TM,C,72.0,72.0,2465.0,13.2,29.2,0.452,2.7,7.4,0.361,10.5,21.8,0.483,0.498,10.5,13.6,0.772,3.1,13.1,16.2,6.8,2.0,1.9,5.5,5.7,39.6,107.0,105.0,AS,2017,2016-17
43.0,DeMarcus Cousins,26.0,SAC,C,55.0,55.0,1891.0,13.5,29.9,0.452,2.5,7.1,0.356,11.0,22.8,0.482,0.494,11.3,14.7,0.77,3.1,12.5,15.6,7.1,2.0,2.0,5.5,5.4,40.9,108.0,106.0,,2017,2016-17
43.0,DeMarcus Cousins,26.0,NOP,C,17.0,17.0,574.0,12.1,26.8,0.452,3.1,8.2,0.375,9.0,18.6,0.486,0.51,8.0,10.3,0.777,3.2,14.8,18.0,5.6,2.1,1.6,5.3,6.4,35.3,104.0,101.0,,2017,2016-17
44.0,Courtney Lee,31.0,NYK,SG,77.0,74.0,2459.0,6.5,14.3,0.456,2.2,5.5,0.401,4.3,8.8,0.49,0.533,1.7,2.0,0.867,1.1,4.2,5.3,3.6,1.6,0.5,1.4,2.9,17.0,115.0,114.0,,2017,2016-17
45.0,Goran Dragić,30.0,MIA,PG,73.0,73.0,2459.0,10.9,23.0,0.475,2.4,5.9,0.405,8.5,17.1,0.499,0.527,6.1,7.7,0.79,1.3,4.4,5.7,8.7,1.8,0.3,4.3,4.1,30.4,112.0,109.0,,2017,2016-17
46.0,Serge Ibaka,27.0,2TM,PF,79.0,79.0,2422.0,9.7,20.2,0.48,2.6,6.5,0.391,7.1,13.7,0.522,0.543,2.2,2.6,0.856,2.7,8.4,11.1,1.5,0.8,2.6,2.2,4.4,24.2,109.0,109.0,,2017,2016-17
46.0,Serge Ibaka,27.0,ORL,PF,56.0,56.0,1710.0,9.9,20.4,0.488,2.4,6.2,0.388,7.5,14.2,0.532,0.547,2.2,2.6,0.846,2.9,8.2,11.1,1.7,1.0,2.6,1.9,4.0,24.5,111.0,109.0,,2017,2016-17
46.0,Serge Ibaka,27.0,TOR,PF,23.0,23.0,712.0,9.1,19.9,0.459,2.9,7.3,0.398,6.2,12.5,0.494,0.532,2.1,2.4,0.882,2.1,9.0,11.1,1.1,0.5,2.3,2.8,5.4,23.3,105.0,108.0,,2017,2016-17
47.0,Elfrid Payton,22.0,ORL,PG,82.0,58.0,2412.0,8.8,18.7,0.471,0.8,3.0,0.274,8.0,15.7,0.509,0.493,3.0,4.3,0.692,1.8,6.1,8.0,10.9,1.8,0.8,3.7,3.6,21.5,107.0,111.0,,2017,2016-17
48.0,Andre Drummond,23.0,DET,C,81.0,81.0,2409.0,10.1,19.1,0.53,0.0,0.1,0.286,10.1,19.0,0.532,0.531,2.9,7.4,0.386,7.2,16.1,23.4,1.9,2.6,1.9,3.2,5.0,23.2,104.0,99.0,,2017,2016-17
49.0,Marcus Smart,22.0,BOS,SG,79.0,24.0,2399.0,5.6,15.5,0.359,1.9,6.9,0.283,3.6,8.6,0.42,0.422,4.2,5.2,0.812,1.6,4.7,6.3,7.5,2.6,0.7,3.3,4.0,17.3,102.0,108.0,,2017,2016-17
50.0,Jordan Clarkson,24.0,LAL,SG,82.0,19.0,2397.0,9.7,21.8,0.445,2.4,7.2,0.329,7.3,14.5,0.503,0.5,2.7,3.4,0.798,1.0,4.0,5.0,4.3,1.8,0.2,3.3,3.0,24.5,102.0,115.0,,2017,2016-17
51.0,Steven Adams,23.0,OKC,C,80.0,80.0,2389.0,7.7,13.5,0.571,0.0,0.0,0.0,7.7,13.4,0.572,0.571,3.2,5.3,0.611,5.8,6.8,12.6,1.8,1.8,1.6,3.0,4.0,18.6,114.0,107.0,,2017,2016-17
52.0,Andre Roberson,25.0,OKC,SF,79.0,79.0,2376.0,4.4,9.6,0.464,0.9,3.8,0.245,3.5,5.8,0.609,0.513,1.0,2.3,0.423,2.0,6.3,8.3,1.6,1.9,1.6,1.1,4.2,10.8,108.0,106.0,"DPOY-5,DEF2",2017,2016-17
53.0,Solomon Hill,25.0,NOP,SF,80.0,71.0,2374.0,3.8,9.9,0.383,1.9,5.6,0.348,1.8,4.3,0.428,0.481,2.1,2.6,0.805,1.1,5.3,6.3,2.9,1.5,0.7,1.7,3.8,11.6,103.0,109.0,,2017,2016-17
54.0,Markieff Morris,27.0,WAS,PF,76.0,76.0,2374.0,8.4,18.5,0.457,1.5,4.1,0.362,7.0,14.4,0.483,0.497,3.7,4.5,0.837,2.2,8.0,10.2,2.6,1.7,0.9,2.7,5.3,22.1,106.0,109.0,,2017,2016-17
55.0,Michael Kidd-Gilchrist,23.0,CHO,SF,81.0,81.0,2349.0,6.3,13.2,0.477,0.0,0.2,0.111,6.3,13.0,0.483,0.478,3.2,4.1,0.784,3.3,8.7,12.1,2.4,1.7,1.6,1.2,4.0,15.9,113.0,106.0,,2017,2016-17
56.0,Paul Millsap,31.0,ATL,PF,69.0,67.0,2343.0,9.0,20.4,0.442,1.6,5.1,0.311,7.5,15.4,0.486,0.481,6.5,8.5,0.768,2.3,8.9,11.2,5.3,1.9,1.3,3.3,3.9,26.2,108.0,104.0,AS,2017,2016-17
57.0,Tony Snell,25.0,MIL,SG,80.0,80.0,2336.0,5.3,11.8,0.455,3.1,7.7,0.406,2.2,4.0,0.548,0.588,1.0,1.3,0.81,0.5,4.9,5.4,2.1,1.2,0.3,1.2,2.7,14.8,114.0,113.0,,2017,2016-17
58.0,Tristan Thompson,25.0,CLE,C,78.0,78.0,2336.0,5.6,9.3,0.6,0.0,0.1,0.0,5.6,9.3,0.604,0.6,2.3,4.6,0.498,6.1,9.2,15.3,1.6,0.8,1.8,1.4,3.8,13.5,128.0,109.0,,2017,2016-17
59.0,LaMarcus Aldridge,31.0,SAS,PF,72.0,72.0,2335.0,10.9,22.9,0.477,0.5,1.2,0.411,10.4,21.7,0.48,0.488,4.8,5.9,0.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,111.0,104.0,DPOY-8,2017,2016-17
60.0,Jae Crowder,26.0,BOS,SF,72.0,72.0,2335.0,7.1,15.3,0.463,3.3,8.4,0.398,3.7,6.9,0.54,0.572,3.7,4.6,0.811,1.0,7.8,8.8,3.3,1.6,0.5,1.7,3.4,21.2,118.0,108.0,,2017,2016-17
61.0,Eric Gordon,28.0,HOU,SG,75.0,15.0,2323.0,8.5,21.0,0.406,5.1,13.7,0.372,3.4,7.3,0.468,0.527,3.0,3.6,0.84,0.6,3.6,4.2,3.9,1.0,0.8,2.5,3.1,25.1,109.0,113.0,6MOY-1,2017,2016-17
62.0,Aaron Gordon,21.0,ORL,SF,80.0,72.0,2298.0,8.5,18.7,0.454,1.7,5.8,0.288,6.8,12.9,0.528,0.499,3.4,4.7,0.719,2.5,6.2,8.7,3.2,1.4,0.9,1.9,3.7,22.0,107.0,111.0,,2017,2016-17
63.0,Marvin Williams,30.0,CHO,PF,76.0,76.0,2295.0,6.5,15.4,0.422,2.7,7.7,0.35,3.8,7.7,0.494,0.51,2.9,3.3,0.873,1.9,9.0,10.9,2.3,1.3,1.2,1.3,2.9,18.6,111.0,108.0,,2017,2016-17
64.0,Mike Conley,29.0,MEM,PG,69.0,68.0,2292.0,10.5,22.9,0.46,3.9,9.5,0.408,6.7,13.4,0.497,0.545,7.2,8.4,0.859,0.7,4.8,5.5,9.8,2.1,0.4,3.5,2.9,32.1,121.0,108.0,,2017,2016-17
65.0,Brandon Ingram,19.0,LAL,SF,79.0,40.0,2279.0,5.9,14.7,0.402,1.2,4.0,0.294,4.7,10.7,0.443,0.442,2.8,4.6,0.621,1.3,5.5,6.8,3.5,1.1,0.8,2.5,3.4,15.8,96.0,115.0,,2017,2016-17
66.0,Robin Lopez,28.0,CHI,C,81.0,81.0,2271.0,8.5,17.2,0.493,0.0,0.0,0.0,8.5,17.1,0.494,0.493,1.7,2.3,0.721,5.4,6.1,11.5,1.8,0.4,2.6,2.0,3.3,18.6,108.0,108.0,,2017,2016-17
67.0,Allen Crabbe,24.0,POR,SG,79.0,7.0,2254.0,6.7,14.3,0.468,3.0,6.7,0.444,3.7,7.6,0.49,0.572,2.3,2.7,0.847,0.4,4.6,5.0,2.1,1.2,0.4,1.4,3.8,18.6,117.0,114.0,,2017,2016-17
68.0,Kyle Lowry,30.0,TOR,PG,60.0,60.0,2244.0,9.6,20.7,0.464,4.4,10.6,0.412,5.3,10.2,0.518,0.569,6.8,8.2,0.819,1.1,5.4,6.5,9.4,2.0,0.4,3.9,3.8,30.4,123.0,109.0,AS,2017,2016-17
69.0,Thaddeus Young,28.0,IND,PF,74.0,74.0,2237.0,8.1,15.4,0.527,1.0,2.6,0.381,7.1,12.7,0.557,0.56,1.0,1.9,0.523,2.9,7.1,10.0,2.7,2.5,0.6,2.1,3.0,18.2,109.0,107.0,,2017,2016-17
70.0,P.J. Tucker,31.0,2TM,SF,81.0,21.0,2236.0,4.3,10.5,0.413,1.5,4.3,0.357,2.8,6.2,0.451,0.485,1.6,2.0,0.774,2.5,7.7,10.2,2.2,2.5,0.4,1.4,4.3,11.7,109.0,109.0,,2017,2016-17
70.0,P.J. Tucker,31.0,PHO,SF,57.0,17.0,1627.0,4.3,10.4,0.415,1.4,4.0,0.338,3.0,6.4,0.463,0.48,1.8,2.3,0.792,2.8,7.3,10.1,2.1,2.5,0.4,1.5,4.2,11.8,109.0,111.0,,2017,2016-17
70.0,P.J. Tucker,31.0,TOR,SF,24.0,4.0,609.0,4.3,10.7,0.406,2.0,5.0,0.4,2.3,5.7,0.412,0.5,0.9,1.3,0.688,1.9,8.8,10.7,2.2,2.6,0.4,1.2,4.4,11.6,110.0,106.0,,2017,2016-17
71.0,Evan Fournier,24.0,ORL,SG,68.0,66.0,2234.0,9.1,20.6,0.439,2.8,8.0,0.356,6.2,12.6,0.491,0.508,4.9,6.1,0.805,1.0,3.7,4.6,4.5,1.5,0.1,3.1,4.0,25.9,106.0,114.0,,2017,2016-17
72.0,Maurice Harkless,23.0,POR,SF,77.0,69.0,2223.0,7.0,13.9,0.503,1.5,4.3,0.351,5.5,9.6,0.572,0.558,1.7,2.8,0.621,2.8,4.8,7.6,2.0,1.9,1.6,1.9,4.8,17.3,112.0,110.0,,2017,2016-17
73.0,Brook Lopez,28.0,BRK,C,75.0,75.0,2222.0,11.8,25.0,0.474,2.9,8.3,0.346,9.0,16.7,0.536,0.531,6.3,7.8,0.81,2.6,6.0,8.6,3.8,0.8,2.6,3.9,4.1,32.8,108.0,111.0,,2017,2016-17
74.0,Victor Oladipo,24.0,OKC,SG,67.0,67.0,2222.0,9.1,20.6,0.442,2.8,7.8,0.361,6.3,12.8,0.491,0.51,2.6,3.4,0.753,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106.0,109.0,,2017,2016-17
75.0,Dwight Howard,31.0,ATL,C,74.0,74.0,2199.0,8.7,13.7,0.633,0.0,0.0,0.0,8.7,13.7,0.635,0.633,5.1,9.5,0.533,6.6,14.4,21.1,2.3,1.4,2.1,3.8,4.6,22.5,115.0,100.0,,2017,2016-17
76.0,JJ Redick,32.0,LAC,SG,78.0,78.0,2198.0,9.0,20.2,0.445,4.6,10.6,0.429,4.4,9.6,0.462,0.558,4.1,4.6,0.891,0.3,3.6,3.9,2.5,1.2,0.3,2.2,2.8,26.7,113.0,112.0,,2017,2016-17
77.0,Wilson Chandler,29.0,DEN,SF,71.0,33.0,2197.0,9.6,20.9,0.461,2.4,7.2,0.337,7.2,13.6,0.527,0.52,3.1,4.3,0.727,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,109.0,113.0,,2017,2016-17
78.0,Al Horford,30.0,BOS,C,68.0,68.0,2193.0,8.6,18.1,0.473,1.9,5.5,0.355,6.6,12.6,0.524,0.527,2.4,3.1,0.8,2.1,8.4,10.5,7.6,1.2,1.9,2.6,3.1,21.5,114.0,107.0,,2017,2016-17
79.0,Jrue Holiday,26.0,NOP,PG,67.0,61.0,2190.0,9.1,20.0,0.454,2.2,6.3,0.356,6.8,13.7,0.498,0.51,2.7,3.8,0.708,1.0,4.9,5.9,10.9,2.2,1.0,4.3,3.0,23.0,104.0,108.0,,2017,2016-17
80.0,Nik Stauskas,23.0,PHI,SG,80.0,27.0,2188.0,5.6,14.1,0.396,2.9,8.0,0.368,2.6,6.1,0.433,0.5,2.7,3.3,0.813,0.5,4.6,5.0,4.2,1.0,0.7,2.9,3.2,16.8,100.0,112.0,,2017,2016-17
81.0,Tyler Johnson,24.0,MIA,PG,73.0,0.0,2178.0,8.3,19.1,0.433,2.2,5.8,0.372,6.1,13.3,0.46,0.49,4.5,5.9,0.768,1.2,5.6,6.8,5.4,1.9,1.0,2.1,4.1,23.2,112.0,107.0,6MOY-11,2017,2016-17
82.0,Eric Bledsoe,27.0,PHO,PG,66.0,66.0,2176.0,9.9,22.7,0.434,2.3,6.8,0.335,7.6,15.9,0.477,0.485,8.5,10.1,0.847,1.1,5.9,7.0,9.2,2.0,0.7,4.9,3.6,30.6,111.0,112.0,,2017,2016-17
83.0,Kristaps Porziņģis,21.0,NYK,PF,66.0,65.0,2164.0,10.2,22.8,0.45,2.6,7.3,0.357,7.6,15.5,0.493,0.507,4.6,5.8,0.786,2.6,8.4,11.0,2.2,1.1,3.0,2.7,5.6,27.6,108.0,109.0,,2017,2016-17
84.0,Nikola Vučević,26.0,ORL,C,75.0,55.0,2163.0,11.1,23.6,0.468,0.5,1.7,0.307,10.5,21.9,0.481,0.48,2.5,3.7,0.669,4.0,13.8,17.9,4.8,1.7,1.7,2.7,4.1,25.1,103.0,105.0,,2017,2016-17
85.0,Jamal Crawford,36.0,LAC,SG,82.0,1.0,2157.0,8.3,20.2,0.413,2.7,7.5,0.36,5.6,12.7,0.443,0.479,4.0,4.7,0.857,0.4,2.6,3.0,5.0,1.4,0.3,3.1,2.7,23.4,102.0,112.0,6MOY-7,2017,2016-17
86.0,Tim Hardaway Jr.,24.0,ATL,SG,79.0,30.0,2154.0,9.5,20.9,0.455,3.4,9.5,0.357,6.1,11.3,0.537,0.537,3.8,4.9,0.766,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,110.0,109.0,6MOY-10,2017,2016-17
87.0,Mason Plumlee,26.0,2TM,C,81.0,64.0,2148.0,7.7,14.3,0.536,0.0,0.1,0.0,7.7,14.2,0.541,0.536,4.0,6.9,0.58,3.9,10.0,13.9,6.5,1.6,2.1,3.1,5.2,19.4,114.0,108.0,,2017,2016-17
87.0,Mason Plumlee,26.0,POR,C,54.0,54.0,1516.0,7.7,14.5,0.532,0.0,0.2,0.0,7.7,14.3,0.538,0.532,4.2,7.3,0.567,3.9,10.2,14.1,7.0,1.6,2.1,2.9,4.9,19.6,116.0,107.0,,2017,2016-17
87.0,Mason Plumlee,26.0,DEN,C,27.0,10.0,632.0,7.6,14.0,0.547,0.0,0.1,0.0,7.6,13.9,0.55,0.547,3.6,5.9,0.618,3.9,9.5,13.4,5.4,1.5,2.2,3.6,5.9,18.9,112.0,109.0,,2017,2016-17
