Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,season_end_year,season
26.0,Evan Fournier,26.0,ORL,SG,81.0,81.0,2553.0,9.0,20.5,0.438,2.9,8.6,0.34,6.0,11.9,0.509,0.509,2.6,3.3,0.806,0.7,4.2,4.9,5.7,1.4,0.2,3.0,4.3,23.5,104.0,111.0,,2019,2018-19
27.0,Pascal Siakam,24.0,TOR,PF,80.0,79.0,2548.0,9.8,17.8,0.549,1.5,4.0,0.369,8.3,13.7,0.602,0.591,4.5,5.7,0.785,2.3,8.0,10.3,4.7,1.4,1.0,2.9,4.5,25.5,120.0,107.0,MIP-1,2019,2018-19
28.0,De'Aaron Fox,21.0,SAC,PG,81.0,81.0,2546.0,9.2,20.1,0.458,1.6,4.2,0.371,7.7,15.9,0.482,0.497,5.5,7.6,0.727,0.8,4.8,5.6,10.8,2.4,0.8,4.1,3.7,25.6,110.0,111.0,,2019,2018-19
29.0,Karl-Anthony Towns,23.0,MIN,C,77.0,77.0,2545.0,12.8,24.7,0.518,2.7,6.7,0.4,10.1,18.1,0.562,0.572,7.1,8.5,0.836,5.0,13.0,18.0,4.9,1.3,2.4,4.5,5.5,35.4,118.0,108.0,AS,2019,2018-19
30.0,Andrew Wiggins,23.0,MIN,SF,73.0,73.0,2543.0,9.4,22.8,0.412,2.2,6.6,0.339,7.2,16.2,0.441,0.461,3.9,5.6,0.699,1.6,5.1,6.6,3.5,1.3,0.9,2.6,2.9,24.9,100.0,115.0,,2019,2018-19
31.0,Josh Richardson,25.0,MIA,SG,73.0,73.0,2539.0,8.1,19.7,0.412,3.2,8.9,0.357,5.0,10.9,0.458,0.492,3.8,4.4,0.861,1.0,4.0,5.1,5.7,1.5,0.7,2.2,3.8,23.3,111.0,110.0,,2019,2018-19
32.0,Harrison Barnes,26.0,2TM,PF,77.0,77.0,2533.0,8.1,19.4,0.42,3.3,8.3,0.395,4.8,11.0,0.439,0.504,4.3,5.2,0.824,1.1,5.7,6.8,2.2,0.9,0.2,1.8,2.3,23.8,108.0,114.0,,2019,2018-19
32.0,Harrison Barnes,26.0,DAL,PF,49.0,49.0,1584.0,8.9,22.0,0.404,3.7,9.5,0.389,5.2,12.4,0.416,0.489,5.1,6.1,0.833,1.1,5.2,6.3,1.9,1.0,0.3,2.1,2.4,26.5,106.0,113.0,,2019,2018-19
32.0,Harrison Barnes,26.0,SAC,SF,28.0,28.0,949.0,6.9,15.2,0.455,2.6,6.4,0.408,4.3,8.8,0.489,0.54,3.1,3.9,0.8,1.0,6.5,7.6,2.6,0.8,0.1,1.5,2.1,19.6,115.0,114.0,,2019,2018-19
33.0,Nikola Vučević,28.0,ORL,C,80.0,80.0,2510.0,13.7,26.4,0.518,1.6,4.5,0.364,12.0,21.9,0.549,0.549,3.5,4.4,0.789,4.4,14.3,18.7,6.0,1.6,1.7,3.1,3.1,32.5,115.0,103.0,AS,2019,2018-19
34.0,Nikola Jokić,23.0,DEN,C,80.0,80.0,2504.0,12.1,23.7,0.511,1.6,5.3,0.307,10.5,18.4,0.569,0.545,5.7,6.9,0.821,4.5,12.5,17.0,11.4,2.1,1.1,4.9,4.5,31.5,119.0,105.0,"MVP-4,AS,NBA1",2019,2018-19
35.0,Trae Young,20.0,ATL,PG,81.0,81.0,2503.0,9.7,23.2,0.418,2.9,8.9,0.324,6.8,14.3,0.477,0.48,6.3,7.6,0.829,1.2,4.4,5.6,12.1,1.3,0.3,5.7,2.6,28.6,107.0,117.0,ROY-2,2019,2018-19
36.0,Thaddeus Young,30.0,IND,PF,81.0,81.0,2489.0,8.7,16.5,0.527,1.0,2.9,0.349,7.7,13.7,0.564,0.557,1.7,2.7,0.644,3.8,6.5,10.3,4.0,2.4,0.7,2.4,3.8,20.1,113.0,106.0,,2019,2018-19
37.0,Jayson Tatum,20.0,BOS,SF,79.0,79.0,2455.0,9.1,20.3,0.45,2.3,6.1,0.373,6.9,14.2,0.483,0.506,3.8,4.5,0.855,1.4,8.0,9.4,3.3,1.6,1.1,2.4,3.3,24.4,107.0,107.0,,2019,2018-19
38.0,D'Angelo Russell,22.0,BRK,PG,81.0,81.0,2448.0,12.8,29.5,0.434,4.5,12.3,0.369,8.3,17.1,0.482,0.512,3.1,4.0,0.78,1.0,5.1,6.1,10.9,1.9,0.4,4.9,2.7,33.3,107.0,110.0,AS,2019,2018-19
39.0,Jamal Murray,21.0,DEN,PG,75.0,74.0,2447.0,10.3,23.5,0.437,3.1,8.3,0.367,7.2,15.2,0.476,0.502,3.8,4.5,0.848,1.3,5.1,6.4,7.3,1.3,0.5,3.2,3.1,27.4,110.0,111.0,,2019,2018-19
40.0,Cedi Osman,23.0,CLE,SF,76.0,75.0,2444.0,7.3,17.2,0.427,2.6,7.6,0.348,4.7,9.6,0.489,0.504,2.9,3.7,0.779,0.9,6.3,7.3,4.0,1.2,0.2,2.3,4.0,20.1,106.0,118.0,,2019,2018-19
41.0,Marc Gasol,34.0,2TM,C,79.0,72.0,2436.0,7.9,17.6,0.448,2.0,5.5,0.363,5.9,12.1,0.487,0.505,3.9,5.1,0.759,1.6,11.1,12.7,7.1,1.7,1.7,3.1,4.4,21.6,108.0,105.0,,2019,2018-19
41.0,Marc Gasol,34.0,MEM,C,53.0,53.0,1788.0,8.4,19.0,0.444,2.1,6.1,0.344,6.3,12.8,0.491,0.499,4.2,5.6,0.756,1.6,11.1,12.6,6.9,1.7,1.8,3.3,4.1,23.2,106.0,106.0,,2019,2018-19
41.0,Marc Gasol,34.0,TOR,C,26.0,19.0,648.0,6.4,13.8,0.465,1.7,3.8,0.442,4.7,10.0,0.474,0.527,3.0,3.8,0.769,1.8,10.9,12.7,7.5,1.8,1.7,2.7,5.2,17.5,116.0,104.0,,2019,2018-19
42.0,Mikal Bridges,22.0,PHO,SF,82.0,56.0,2417.0,4.8,11.1,0.43,2.1,6.2,0.335,2.7,4.9,0.548,0.523,1.9,2.3,0.805,1.1,4.1,5.2,3.4,2.5,0.8,1.4,4.0,13.5,112.0,115.0,,2019,2018-19
43.0,Jrue Holiday,28.0,NOP,SG,67.0,67.0,2402.0,10.6,22.4,0.472,2.3,7.0,0.325,8.3,15.4,0.539,0.523,4.0,5.2,0.768,1.5,5.0,6.5,10.0,2.1,1.0,4.1,2.9,27.5,111.0,112.0,DEF2,2019,2018-19
44.0,Khris Middleton,27.0,MIL,SF,77.0,77.0,2393.0,9.8,22.3,0.441,3.5,9.2,0.378,6.4,13.1,0.485,0.519,4.2,5.0,0.837,1.0,8.0,9.0,6.4,1.6,0.1,3.4,3.3,27.3,109.0,106.0,AS,2019,2018-19
45.0,JJ Redick,34.0,PHI,SG,76.0,63.0,2379.0,9.0,20.4,0.44,4.8,12.0,0.397,4.2,8.4,0.502,0.557,4.5,5.1,0.894,0.4,3.3,3.7,4.1,0.6,0.3,2.0,2.6,27.2,118.0,115.0,,2019,2018-19
46.0,CJ McCollum,27.0,POR,SG,70.0,70.0,2375.0,11.6,25.3,0.459,3.4,9.1,0.375,8.2,16.3,0.506,0.527,3.2,3.9,0.828,1.3,4.5,5.8,4.2,1.1,0.6,2.2,3.5,29.9,113.0,113.0,,2019,2018-19
47.0,Giannis Antetokounmpo,24.0,MIL,PF,72.0,72.0,2358.0,14.2,24.6,0.578,1.0,4.0,0.256,13.2,20.6,0.641,0.599,9.9,13.5,0.729,3.1,14.6,17.7,8.4,1.8,2.2,5.3,4.6,39.3,121.0,99.0,"MVP-1,DPOY-2,AS,NBA1,DEF1",2019,2018-19
48.0,Nicolas Batum,30.0,CHO,SF,75.0,72.0,2354.0,5.2,11.6,0.45,2.4,6.2,0.389,2.8,5.5,0.519,0.553,1.6,1.8,0.865,1.5,6.6,8.1,5.1,1.5,0.9,2.4,2.9,14.4,112.0,113.0,,2019,2018-19
49.0,Trevor Ariza,33.0,2TM,SF,69.0,69.0,2349.0,5.9,14.9,0.399,2.9,8.8,0.334,3.0,6.1,0.493,0.498,2.6,3.3,0.793,1.0,6.5,7.5,5.1,1.8,0.4,2.1,2.6,17.5,107.0,115.0,,2019,2018-19
49.0,Trevor Ariza,33.0,PHO,SF,26.0,26.0,884.0,4.6,12.3,0.379,2.7,7.5,0.36,1.9,4.8,0.409,0.489,1.9,2.3,0.837,0.9,7.0,7.8,4.7,2.1,0.4,2.1,2.4,13.9,104.0,115.0,,2019,2018-19
49.0,Trevor Ariza,33.0,WAS,SF,43.0,43.0,1465.0,6.7,16.5,0.409,3.1,9.5,0.322,3.7,6.9,0.528,0.502,3.0,3.9,0.777,1.1,6.2,7.3,5.3,1.7,0.4,2.2,2.8,19.6,109.0,115.0,,2019,2018-19
50.0,Mike Conley,31.0,MEM,PG,70.0,70.0,2342.0,10.4,23.8,0.438,3.3,9.0,0.364,7.1,14.7,0.483,0.507,7.3,8.6,0.845,0.8,4.2,5.1,9.5,2.0,0.5,2.8,2.6,31.4,117.0,111.0,,2019,2018-19
51.0,Stephen Curry,30.0,GSW,PG,69.0,69.0,2331.0,12.9,27.3,0.472,7.2,16.5,0.437,5.7,10.8,0.525,0.604,5.4,5.9,0.916,0.9,6.6,7.5,7.4,1.9,0.5,3.9,3.4,38.4,120.0,110.0,"MVP-5,AS,NBA1",2019,2018-19
52.0,Brook Lopez,30.0,MIL,C,81.0,81.0,2322.0,7.1,15.7,0.452,3.7,10.2,0.365,3.4,5.5,0.613,0.571,2.2,2.7,0.842,0.7,7.3,7.9,2.0,1.0,3.6,1.6,3.8,20.2,113.0,103.0,,2019,2018-19
53.0,Luka Dončić,19.0,DAL,SG,72.0,72.0,2318.0,10.6,24.8,0.427,3.5,10.8,0.327,7.1,14.1,0.503,0.497,7.2,10.1,0.713,1.8,10.0,11.8,9.0,1.6,0.5,5.2,2.9,31.9,107.0,109.0,ROY-1,2019,2018-19
54.0,Dennis Schröder,25.0,OKC,PG,79.0,14.0,2314.0,9.2,22.3,0.414,2.5,7.3,0.341,6.7,14.9,0.45,0.47,3.8,4.6,0.819,0.8,5.0,5.7,6.5,1.3,0.2,3.5,3.8,24.7,103.0,110.0,6MOY-8,2019,2018-19
55.0,Kyle Kuzma,23.0,LAL,PF,70.0,68.0,2314.0,10.0,21.9,0.456,2.6,8.5,0.303,7.4,13.4,0.553,0.515,3.8,5.0,0.752,1.2,6.5,7.7,3.6,0.8,0.5,2.7,3.4,26.3,106.0,112.0,,2019,2018-19
56.0,Bryn Forbes,25.0,SAS,SG,82.0,81.0,2293.0,7.7,16.8,0.456,3.7,8.8,0.426,3.9,8.1,0.489,0.568,1.5,1.7,0.885,0.4,4.7,5.1,3.7,1.0,0.1,1.7,3.4,20.6,113.0,114.0,,2019,2018-19
57.0,Joe Harris,27.0,BRK,SG,76.0,76.0,2293.0,7.8,15.5,0.5,3.8,8.0,0.474,4.0,7.5,0.528,0.622,2.3,2.8,0.827,1.1,5.0,6.0,3.8,0.8,0.4,2.5,3.8,21.6,119.0,113.0,,2019,2018-19
58.0,Al-Farouq Aminu,28.0,POR,PF,81.0,81.0,2292.0,5.4,12.5,0.433,2.0,5.9,0.343,3.4,6.6,0.514,0.514,3.2,3.7,0.867,2.4,10.5,12.9,2.2,1.4,0.7,1.5,3.0,16.1,118.0,109.0,,2019,2018-19
59.0,Reggie Jackson,28.0,DET,PG,82.0,82.0,2289.0,9.5,22.6,0.421,3.7,10.1,0.369,5.8,12.4,0.464,0.504,4.4,5.1,0.864,1.0,3.7,4.7,7.4,1.2,0.2,3.2,4.5,27.1,111.0,112.0,,2019,2018-19
60.0,Eric Bledsoe,29.0,MIL,PG,78.0,78.0,2272.0,9.6,19.9,0.484,2.5,7.7,0.329,7.1,12.2,0.582,0.548,3.6,4.8,0.75,1.7,5.7,7.4,8.8,2.4,0.6,3.4,3.2,25.4,116.0,105.0,DEF1,2019,2018-19
61.0,D.J. Augustin,31.0,ORL,PG,81.0,81.0,2269.0,6.9,14.6,0.47,2.8,6.7,0.421,4.0,7.9,0.511,0.566,3.9,4.5,0.866,0.9,3.5,4.4,9.2,1.1,0.1,2.8,2.5,20.4,122.0,112.0,,2019,2018-19
62.0,Jeremy Lamb,26.0,CHO,SG,79.0,55.0,2250.0,9.3,21.2,0.44,2.5,7.1,0.348,6.8,14.0,0.487,0.499,5.0,5.6,0.888,1.4,8.0,9.4,3.7,1.9,0.7,1.7,3.0,26.1,113.0,111.0,,2019,2018-19
63.0,Clint Capela,24.0,HOU,C,67.0,67.0,2249.0,10.3,16.0,0.648,0.0,0.0,,10.3,16.0,0.648,0.648,3.6,5.7,0.636,6.5,12.0,18.5,2.1,1.0,2.2,2.1,3.7,24.3,133.0,108.0,,2019,2018-19
64.0,Devin Booker,22.0,PHO,SG,64.0,64.0,2242.0,12.5,26.7,0.467,2.9,8.8,0.326,9.6,17.9,0.536,0.521,8.4,9.7,0.866,0.8,4.8,5.6,9.2,1.2,0.3,5.6,4.3,36.2,109.0,118.0,,2019,2018-19
65.0,Julius Randle,24.0,NOP,PF,73.0,49.0,2232.0,11.9,22.7,0.524,1.4,4.1,0.344,10.5,18.6,0.564,0.555,7.4,10.1,0.731,3.4,9.8,13.2,4.8,1.1,0.9,4.3,5.1,32.6,113.0,112.0,,2019,2018-19
66.0,Danny Green,31.0,TOR,SG,80.0,80.0,2216.0,6.3,13.6,0.465,4.3,9.4,0.455,2.1,4.2,0.487,0.622,0.8,1.0,0.841,1.3,5.6,6.9,2.7,1.6,1.1,1.6,3.7,17.8,119.0,108.0,,2019,2018-19
67.0,Jordan Clarkson,26.0,CLE,SG,81.0,0.0,2214.0,11.9,26.5,0.448,3.2,10.0,0.324,8.6,16.5,0.524,0.509,3.6,4.3,0.844,1.8,4.2,6.1,4.4,1.3,0.3,3.0,2.5,30.6,107.0,119.0,,2019,2018-19
68.0,Kyrie Irving,26.0,BOS,PG,67.0,67.0,2214.0,13.1,27.0,0.487,3.8,9.4,0.401,9.4,17.6,0.533,0.557,4.7,5.3,0.873,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7,118.0,108.0,"AS,NBA2",2019,2018-19
69.0,Willie Cauley-Stein,25.0,SAC,C,81.0,81.0,2213.0,8.7,15.6,0.556,0.0,0.0,0.5,8.6,15.5,0.556,0.557,2.9,5.3,0.551,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,118.0,108.0,,2019,2018-19
70.0,Kyle Lowry,32.0,TOR,PG,65.0,65.0,2213.0,6.6,16.0,0.411,3.4,9.8,0.347,3.2,6.2,0.514,0.518,3.5,4.2,0.83,0.9,5.9,6.8,12.2,2.0,0.7,3.9,3.6,20.1,115.0,108.0,AS,2019,2018-19
71.0,Marcus Smart,24.0,BOS,SG,80.0,60.0,2200.0,5.2,12.4,0.422,2.8,7.6,0.364,2.5,4.8,0.511,0.533,2.3,2.8,0.806,1.2,3.9,5.1,7.0,3.1,0.6,2.7,4.4,15.5,113.0,107.0,"DPOY-8,DEF1",2019,2018-19
72.0,Jimmy Butler,29.0,2TM,SG,65.0,65.0,2185.0,9.1,19.6,0.462,1.5,4.2,0.347,7.6,15.4,0.494,0.499,6.8,7.9,0.855,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,121.0,110.0,,2019,2018-19
72.0,Jimmy Butler,29.0,MIN,SG,10.0,10.0,361.0,9.8,20.8,0.471,2.3,6.0,0.378,7.6,14.9,0.509,0.525,6.4,8.1,0.787,2.1,4.8,6.9,5.7,3.2,1.3,1.9,2.4,28.3,122.0,111.0,,2019,2018-19
72.0,Jimmy Butler,29.0,PHI,SF,55.0,55.0,1824.0,8.9,19.3,0.461,1.3,3.8,0.338,7.6,15.5,0.491,0.494,6.8,7.9,0.868,2.7,4.8,7.5,5.7,2.6,0.8,2.1,2.4,25.9,120.0,109.0,,2019,2018-19
73.0,Deandre Ayton,20.0,PHO,C,71.0,70.0,2183.0,11.1,19.0,0.585,0.0,0.1,0.0,11.1,18.9,0.588,0.585,3.1,4.1,0.746,4.9,11.1,15.9,2.7,1.3,1.5,2.8,4.6,25.4,117.0,113.0,ROY-3,2019,2018-19
74.0,Shai Gilgeous-Alexander,20.0,LAC,PG,82.0,73.0,2174.0,7.4,15.5,0.476,1.1,3.0,0.367,6.3,12.5,0.503,0.512,3.4,4.2,0.8,1.2,3.8,5.0,5.9,2.1,1.0,3.1,3.8,19.3,108.0,112.0,ROY-6,2019,2018-19
75.0,Zach LaVine,23.0,CHI,SG,63.0,62.0,2171.0,11.8,25.4,0.467,2.7,7.2,0.374,9.2,18.2,0.504,0.52,7.0,8.4,0.832,0.9,5.7,6.6,6.3,1.3,0.6,4.8,3.1,33.3,106.0,115.0,,2019,2018-19
76.0,Jae Crowder,28.0,UTA,SF,80.0,11.0,2166.0,7.0,17.6,0.399,3.8,11.5,0.331,3.2,6.1,0.527,0.508,3.1,4.4,0.721,1.3,7.2,8.5,2.9,1.4,0.7,1.9,3.8,21.0,107.0,107.0,6MOY-11,2019,2018-19
77.0,Tomáš Satoranský,27.0,WAS,PG,80.0,54.0,2164.0,5.6,11.6,0.485,1.4,3.5,0.395,4.2,8.1,0.524,0.545,2.9,3.5,0.819,1.8,4.3,6.1,8.7,1.8,0.3,2.6,3.8,15.5,121.0,116.0,,2019,2018-19
78.0,Montrezl Harrell,25.0,LAC,C,82.0,5.0,2158.0,11.9,19.4,0.615,0.1,0.4,0.176,11.9,19.0,0.623,0.617,5.8,9.1,0.643,4.0,7.7,11.7,3.5,1.6,2.4,2.9,5.6,29.8,122.0,109.0,6MOY-3,2019,2018-19
79.0,Kevin Knox,19.0,NYK,PF,75.0,57.0,2158.0,7.5,20.4,0.37,2.8,8.1,0.343,4.8,12.3,0.387,0.438,3.6,5.0,0.717,1.4,6.1,7.5,1.8,1.0,0.5,2.5,3.9,21.5,93.0,116.0,,2019,2018-19
80.0,Eric Gordon,30.0,HOU,SG,68.0,53.0,2158.0,8.7,21.3,0.409,4.9,13.6,0.36,3.8,7.7,0.497,0.525,2.7,3.5,0.783,0.4,3.0,3.4,2.9,0.9,0.6,2.0,3.3,25.1,108.0,115.0,,2019,2018-19
81.0,Joel Embiid,24.0,PHI,C,64.0,64.0,2154.0,12.7,26.3,0.484,1.7,5.8,0.3,11.0,20.5,0.535,0.517,11.4,14.2,0.804,3.5,15.6,19.1,5.1,1.0,2.7,5.0,4.6,38.6,114.0,104.0,"MVP-7,DPOY-4,AS,NBA2,DEF2",2019,2018-19
82.0,Terrence Ross,27.0,ORL,SG,81.0,0.0,2150.0,10.0,23.4,0.428,4.9,12.9,0.383,5.1,10.5,0.484,0.534,2.9,3.3,0.875,0.6,5.8,6.4,3.1,1.6,0.7,2.0,2.7,27.8,108.0,109.0,6MOY-5,2019,2018-19
83.0,Darren Collison,31.0,IND,PG,76.0,76.0,2143.0,7.0,15.0,0.467,1.8,4.4,0.407,5.2,10.6,0.492,0.527,3.6,4.3,0.832,0.8,4.5,5.3,10.5,2.5,0.2,2.9,3.1,19.5,118.0,108.0,,2019,2018-19
